Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Maduro implica Obama em investigação de fraude eleitoral e tráfico de drogas,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/29/falso-maduro-obama-fraude-eleitoral.ghtm,Falso,2026-04-29 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS5BHa0hfEWoztI0TpIW40CC00Rj5_r6CBEiEV49GbJfE_uqgGr,"['Nicolás Maduro', 'Fraude eleitoral', 'Barack Obama', 'Fraude', 'Eleição', 'Narcotráfico', 'Droga', 'Pesquisa']"
Maduro implica Obama em investigação de fraude eleitoral e tráfico de drogas,Estadão,https://www.estadao.com.br/estadao-verifica/maduro-obama-fraude-eleitoral-falso/,Falso,2026-04-24 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS2FVxGXXZHpjoxi3xwvZgvkkmzXA63VUnAF2m8Qr-NW3HzCbRn,"['Nicolás Maduro', 'Fraude eleitoral', 'Barack Obama', 'Eleição', 'Fraude', 'Pesquisa', 'Narcotráfico', 'Droga']"
A Polícia Federal pede a prisão do Alexandre de Moraes por fraudar Documentos falsos contra o Jair messias Bolsonaro.,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/10/falso-pf-pedido-prisao-alexandre-de-moraes.ghtm,Falso,2026-04-10 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQXrwuSxYdoy9yhUzVpBCD0ZWHawQ09LXTFTh_lI2rtd8Af265z,"['Alexandre de Moraes', 'Jair Bolsonaro', 'Departamento de Polícia Federal', 'Polícia Federal', 'Fraude', 'Prisão', 'Documento', 'Polícia']"
"CGU apontou 35 mil irregularidades em processos licitatórios do governo Lula que são crimes de corrupção, fraude e lavagem de dinheiro.",Estadão,https://www.estadao.com.br/estadao-verifica/enganoso-cgu-35-mil-irregularidades-licitacoes-governo-lula/,Enganoso,2026-04-01 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuie5_3crBhdieKsa6CNDbT79_8ijcCN5cPK6B2_6-IQX-68ZZ,"['Controladoria-Geral da União', 'Controladoria Geral da União', 'Licitações públicas', 'Fraude', 'Luiz Inácio Lula da Silva', 'Corrupção', 'Governo', 'Crime', 'Lavagem de dinheiro']"
"PF pediu prisão de Moraes, que fraudou documentos contra Jair Bolsonaro",Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-pf-pediu-prisao-de-moraes-por-fraude-documental-contra-bolsonaro/,falso,2026-04-06 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQ7esHfltavBnUzdxY8FL3IqGYfURDVRXkGFcdWTBlg5nQfdjDl,"['Alexandre de Moraes', 'Jair Bolsonaro', 'Polícia Federal', 'Departamento de Polícia Federal', 'Prisão', 'Documento']"
Lula e Janja pagaram R$ 31 milhões em ternos a alfaiate envolvido em fraude do INSS,Estadão,https://www.estadao.com.br/estadao-verifica/lula-e-janja-pagaram-r-31-milhoes-em-ternos-alfaiate-fraude-inss/,Enganoso,2026-02-09 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSUVwJhrrHiuUM8dDXFKMw2H-bd9kkFRttT_HZHyx3P2caXORTj,"['Luiz Inácio Lula da Silva', 'Janja Lula da Silva', 'Instituto Nacional do Seguro Social', 'Alfaiate', 'Terno', 'Esquema de fraudes no INSS', 'INSS', 'Fraude']"
Depoimento de Mike Benz deixa claro que Brasil foi vítima de golpe de Estado,Estadão,https://www.estadao.com.br/estadao-verifica/mike-benz-nao-provou-fraude-eleicoes/,Falso,2026-02-05 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQdZvN2TocG-uY5TVqSOyRXytxyejY8oWCqojQmnqdQ_4ltymc1,"['Brasil', 'Claro', 'Estado', 'Vítima', 'Golpe de Estado']"
"Fraude no INSS: Homens do PT foram presos nesta primeira fase da operação. Dos 22 vermes que foram presos, 20 eram do PT",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/12/03/presos-operacao-sem-desconto-pt-sem-evidencias.htm,Falso,2025-12-03 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmCHn04AmYVywJ8MfzE2k-F7hKAUsBP8YC8joNIFcDCRJjadKG,"['Instituto Nacional do Seguro Social', 'INSS', 'Fraude', 'Esquema de fraudes no INSS', 'Partido dos Trabalhadores', 'Verme']"
STF descobriu que Lula foi o mandante da fraude no INSS,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-lula-foi-apontado-como-mandante-do-esquema-de-descontos-ilegais-do-inss/,falso,2025-11-18 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRecA0FDX6tr_1SPQcfYXO2PL5zNH8JZHpeX-fqw3Mu0Xzy5PDi,"['Luiz Inácio Lula da Silva', 'Instituto Nacional do Seguro Social', 'INSS', 'Supremo Tribunal Federal', 'Esquema de fraudes no INSS', 'Fraude']"
Moraes censura posts que ligam sua mulher ao caso do Banco Master,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/12/01/esposa-de-moraes-nao-tem-ligacao-com-fraude-financeira-do-banco-master.htm,Enganoso,2025-12-01 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR9_SVbSrK7pRT9PODGtA9lYWlEA3PIRcGIWVOeW3_-nRyrZH1u,"['Alexandre de Moraes', 'Banco Master', 'Banco', 'Mulher']"
Fraudes no INSS financiaram campanhas eleitorais do PT,Estadão,https://www.estadao.com.br/estadao-verifica/careca-inss-financiou-campanha-pt-dilma-enganoso/,Enganoso,2025-10-03 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTTM2I67wLzZAazd6HZZHEmKmMOiX09TxB0MzfsC_xJNbi4qFd9,"['Instituto Nacional do Seguro Social', 'Partido dos Trabalhadores', 'INSS', 'Partido dos Trabalhadores', 'Esquema de fraudes no INSS', 'Eleição', 'Campanha eleitoral', 'Fraude']"
"Nicolao Dino, irmão de Flávio Dino, está envolvido na fraude do INSS",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/09/29/enganoso-irmao-flavio-dino-envolvido-fraude-inss.htm,Distorcido,2025-09-29 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQFSQpa-MD1ed4P5THAaf8UieAJFn1RnAn5HJNIStK2rV0VI0Ca,"['Flávio Dino', 'Instituto Nacional do Seguro Social', 'Nicolao Dino', 'Fraude', 'INSS', 'Esquema de fraudes no INSS']"
Como se proteger de scams e golpes virtuais,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/10/13/o-que-sao-os-scams-golpes-ou-fraudes-virtuais-e-como-se-proteger.htm,Enganoso,2025-10-13 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRIpA_UdgDIOag8YKRFGrrnZ9eDvG6kXVKogmdUEVEc4XLWccgQ,"['Golpe', 'Trapaça']"
